Date;Freight;Kaub_level;Mogas_Flat;Brent_flat;Diesel_Flat;Heating_Flat
06/06/2016;37.8;1254;416.2346133;129.5796987;369.481001;341.6154346
07/06/2016;36.3;1275;409.3607228;131.3623546;377.5777394;350.4116695
08/06/2016;36.3;1248;408.5331401;133.7317631;382.065363;355.1320588
09/06/2016;36.3;1221;417.3419649;133.906374;381.53093;353.0523217
10/06/2016;36.3;1272;416.7456291;131.6878981;377.8449098;349.427568
13/06/2016;36.3;1374;410.5496004;130.9105431;379.9520543;351.4669984
14/06/2016;35.55;1437;408.2935913;128.1514477;375.6085379;347.4189116
15/06/2016;35.55;1443;404.3964076;127.239537;372.3917624;345.7219682
16/06/2016;35.55;1464;404.1608904;123.3667442;363.1913138;337.5827486
17/06/2016;35.55;1464;403.1037534;124.5690421;365.7538583;340.1037844
20/06/2016;35.55;1584;413.6763611;129.2181433;373.320094;348.2869624
21/06/2016;35.55;1593;415.1387183;128.1509634;370.6619117;345.0994041
22/06/2016;35.55;1533;423.6160342;128.8752991;372.6596317;346.6055736
23/06/2016;35.55;1470;412.7505929;128.8084994;367.5224018;341.5328957
24/06/2016;35.55;1398;424.1093272;128.7457076;377.4115322;349.7164328
27/06/2016;35.55;1380;416.5376201;125.1500273;370.5220838;341.8598386
28/06/2016;35.55;1383;412.6800055;126.225955;371.9630336;341.3224564
29/06/2016;35.55;1344;413.0694882;132.2542831;387.8689355;359.3843632
30/06/2016;35.55;1293;410.3930066;130.9223563;381.2444043;352.5229005
01/07/2016;35.55;1233;398.9275744;129.5105523;372.6896566;343.1777493
04/07/2016;35.55;1128;399.956116;129.3409948;374.0057957;345.411187
05/07/2016;35.55;1074;386.8598971;123.326754;359.7433306;331.2315997
06/07/2016;;1032;378.9672941;123.208962;362.2261098;333.8155267
07/07/2016;34.8;978;376.2932568;124.1967509;364.0179432;335.8003493
08/07/2016;34.8;927;364.5955074;120.9214092;357.5054198;328.2470344
11/07/2016;34.8;789;366.5673455;121.4770567;358.8802298;329.4959688
12/07/2016;34.8;744;368.7418285;124.6844573;362.4359564;335.2773622
13/07/2016;34.8;744;373.320621;121.3601879;347.2593191;319.3593327
14/07/2016;34.8;786;368.0469876;124.0118311;348.5521992;321.3402485
15/07/2016;34.8;903;373.9535331;125.5212078;350.8016155;323.0172812
18/07/2016;34.8;1011;383.0447123;124.0930064;347.409997;320.0489578
19/07/2016;34.8;975;376.3121481;124.4041686;356.8870314;329.7166469
20/07/2016;34.8;906;376.7459294;125.2792155;364.0465547;335.7761263
21/07/2016;34.8;846;374.3009352;124.1670449;359.9970032;331.5332185
22/07/2016;34.8;843;367.9955342;120.2560378;349.9478948;321.0830042
25/07/2016;34.8;816;369.7247668;119.5683846;346.0505746;316.5309396
26/07/2016;34.8;789;364.2224974;119.0506502;343.1053643;315.2545782
27/07/2016;34.8;750;365.7659432;117.3414612;340.158743;312.2876666
28/07/2016;34.8;774;357.7531668;113.3453562;327.6586412;299.8257555
29/07/2016;34.8;795;345.5142743;112.3818951;324.8215411;296.5616605
01/08/2016;34.8;687;349.196426;108.2139018;311.374045;283.0266734
02/08/2016;34.8;654;347.2609569;108.0139373;310.2464014;281.1628871
03/08/2016;34.8;678;345.2139014;109.0714286;316.9605686;286.9897959
04/08/2016;34.8;669;357.1189649;112.3383621;324.5025964;293.1203501
05/08/2016;34.8;651;362.7650053;112.9974901;327.9315319;296.6903991
08/08/2016;34.8;816;370.266887;118.0842428;340.673122;310.7672666
09/08/2016;34.8;807;367.3561795;118.2343383;343.5647868;314.3281041
10/08/2016;34.05;753;359.7333461;114.5386266;332.4496645;302.6018418
11/08/2016;34.05;714;357.727239;119.3490541;347.2662553;316.5462423
12/08/2016;34.05;696;365.8986319;122.306865;352.0064158;321.4834545
16/08/2016;34.05;624;369.5779147;128.2602922;359.4960482;331.564402
17/08/2016;34.05;591;370.6700864;129.5140121;362.1245515;333.2725748
18/08/2016;34.05;573;381.3122101;131.9141419;368.7725759;340.3814305
19/08/2016;34.05;555;386.8502061;131.6704927;367.5852341;339.6911882
22/08/2016;34.8;603;385.8686309;128.851937;364.6789406;335.0266921
23/08/2016;34.8;570;376.4052365;130.3024958;366.7104114;336.3849842
24/08/2016;35.55;540;387.5878294;128.115016;366.8424486;335.7149761
25/08/2016;37.05;543;386.3916536;130.5491585;370.0741681;340.291894
26/08/2016;37.05;516;391.6234978;131.6651904;371.0095553;339.8996266
30/08/2016;37.05;468;393.428856;128.1070917;371.1207967;339.7495582
31/08/2016;38.55;462;386.6611479;124.7215235;363.6045118;331.4600387
01/09/2016;39.3;444;375.573624;120.8774448;354.1814327;320.767418
02/09/2016;39.3;447;364.8209677;122.8893058;360.1672948;325.6620524
05/09/2016;40.8;420;377.9702316;125.8246683;363.7858109;331.4415427
06/09/2016;40.8;414;374.4673683;124.231562;358.8997853;326.4449802
07/09/2016;40.8;417;378.1424796;124.9710777;357.4340207;324.8985911
08/09/2016;41.55;498;394.3111349;131.0109773;366.3930532;334.8364309
09/09/2016;41.55;516;397.5304508;128.5942492;361.2762805;330.5955688
12/09/2016;41.55;474;395.9032383;128.059861;360.7146928;330.098275
13/09/2016;41.55;456;389.9175923;124.2464657;351.9967782;322.3447338
14/09/2016;43.8;450;388.769621;122.8561241;350.9331442;319.8416472
15/09/2016;43.8;438;382.6429412;123.422783;355.4810928;323.5229847
16/09/2016;43.8;420;392.2206961;122.4211652;355.8761726;323.1551022
19/09/2016;43.8;435;400.2579476;125.1321093;364.6444715;330.5063144
20/09/2016;43.8;456;386.3861133;122.4517167;359.1931845;325.7866593
21/09/2016;43.8;441;396.0107598;125.2466368;365.9565439;331.5972571
22/09/2016;46.05;423;390.766231;126.2413241;368.2695142;333.7486544
23/09/2016;46.05;402;387.7707519;125.387908;368.663561;333.7871407
26/09/2016;51.3;348;384.6876782;124.1875333;365.3100827;331.7363628
27/09/2016;54.3;333;381.1406912;120.026738;354.696459;321.1177519
28/09/2016;54.3;339;385.4786513;120.8285078;359.0599293;325.7920348
29/09/2016;55.8;354;394.8928375;129.2932894;380.9338716;349.4536265
30/09/2016;57.3;336;400.986299;129.3432488;386.3465927;353.4216486
04/10/2016;60.3;297;418.8569814;131.8430248;395.890298;362.4528662
05/10/2016;63.3;294;420.6170865;133.1549371;398.3148994;365.7910143
06/10/2016;66.3;276;415.4744727;134.7250782;403.0678803;369.4919176
07/10/2016;72.3;267;425.0674213;135.4578097;406.6391195;371.6772657
10/10/2016;79.8;255;426.1568113;138.1182796;411.7576118;377.5725517
11/10/2016;87.3;249;428.8157083;136.6368806;413.4550064;378.2254843
12/10/2016;93.3;231;431.0461354;135.5716878;413.3117911;376.5221458
13/10/2016;99.3;216;421.7711249;135.3234282;413.6826518;377.3470494
14/10/2016;105.3;228;428.9406664;135.7662243;415.1929945;377.3421111
17/10/2016;105.3;216;426.7942181;136.4107695;417.1489717;375.8231002
18/10/2016;108.3;216;426.6146113;136.6960793;417.5602124;377.3396017
19/10/2016;108.3;216;427.6975216;141.0510975;428.6444744;388.6726891
20/10/2016;108.3;240;426.1533715;136.8032787;418.3597118;378.4410138
21/10/2016;108.3;267;432.756437;138.453059;426.1217215;386.2706345
24/10/2016;108.3;270;429.6941949;136.5439354;424.3711432;386.3375822
25/10/2016;105.3;288;435.09104;135.4304636;424.8568092;386.6315697
26/10/2016;102.3;312;420.5594313;134.3066362;421.0125336;381.8420791
27/10/2016;96.3;354;424.513592;135.0507916;423.54753;385.2617966
28/10/2016;96.3;390;421.8719237;134.3984618;420.9924154;382.6805923
31/10/2016;96.3;348;409.7709942;127.7727024;401.9314711;362.8513164
02/11/2016;96.3;324;400.2860675;119.4862551;376.4021285;339.5640217
03/11/2016;91.8;309;405.3683593;119.197397;377.616288;341.6737509
04/11/2016;91.8;291;391.8653878;116.614081;372.3822897;336.4358871
07/11/2016;84.3;315;383.3388029;117.0222383;374.4578151;338.3241761
08/11/2016;78.3;336;383.1710605;118.9074108;378.0844409;341.8489311
09/11/2016;72.3;390;378.5653008;119.1344584;377.0946005;341.4016229
10/11/2016;64.8;399;392.0070905;120.7434603;385.3201454;348.9860345
11/11/2016;64.8;423;380.3471578;116.8470286;373.7170837;337.4763628
14/11/2016;64.8;684;380.5014165;116.6929572;378.7500604;341.3873512
15/11/2016;57.3;600;380.9095246;123.7621923;393.1544403;356.602837
16/11/2016;54.3;519;399.4979217;126.4810316;401.3173079;364.5243855
17/11/2016;54.3;507;395.8436709;124.9603434;401.5564746;365.4636972
18/11/2016;54.3;516;399.9210794;125.4586509;410.0681152;372.8679884
21/11/2016;54.3;642;417.5086729;132.8567397;429.0166936;392.4148084
22/11/2016;54.3;708;426.22936;133.0319299;428.1976254;393.2286113
23/11/2016;54.3;660;425.5812581;134.5217883;431.0203461;394.1196845
24/11/2016;54.3;609;433.1479706;135.6086462;435.4374087;397.2665759
25/11/2016;54.3;552;421.8128701;131.3349698;421.4662979;382.8311112
28/11/2016;59.55;471;425.684765;134.8696638;428.689209;390.7025496
29/11/2016;59.55;432;418.6332199;129.8884266;417.0106042;378.8495947
30/11/2016;65.55;405;420.3844434;138.4767278;430.0937301;393.4458986
01/12/2016;68.55;378;454.7578784;148.0380164;453.9971761;417.7250769
02/12/2016;68.55;360;455.6342749;148.0830671;454.4721163;417.8728099
05/12/2016;68.55;333;458.025027;149.8318071;451.4778638;414.2917867
06/12/2016;74.55;318;447.4362481;146.4225824;444.1987321;405.7499111
07/12/2016;74.55;315;446.5485556;145.1351351;442.2166478;404.3153608
08/12/2016;78.3;312;440.6298876;144.842966;438.049848;401.0511287
09/12/2016;78.3;309;461.6212057;149.0197935;461.3808593;423.1227037
12/12/2016;85.8;267;475.5193287;153.6806342;471.6144939;433.7555672
13/12/2016;90.3;264;468.7500969;152.9406221;468.8326764;431.7233133
14/12/2016;91.8;249;465.6655002;151.2119504;464.373139;427.2043142
15/12/2016;96.3;252;479.0899657;150.2735387;472.4848928;432.4974195
16/12/2016;96.3;264;481.7013796;155.0148482;483.1301245;444.6066828
19/12/2016;103.8;240;486.9918488;155.7858377;482.1497377;441.9153628
20/12/2016;108.3;231;496.0107681;159.3786183;491.7986065;451.2975846
21/12/2016;123.3;222;495.6446239;155.8295749;480.831679;441.5397625
22/12/2016;123.3;231;489.389852;155.6874761;478.8339986;439.8263629
23/12/2016;123.3;237;486.7790433;154.078116;475.4170619;436.4504501
28/12/2016;129.3;210;503.6804839;159.821171;496.1271068;456.4118544
29/12/2016;132.3;210;500.6265458;158.6243184;494.0241972;454.8565866
30/12/2016;142.8;198;491.0442297;156.3893369;484.9374313;446.1686961
03/01/2017;142.8;183;511.7691844;158.4785749;491.3955711;452.2559365
04/01/2017;142.8;168;499.61637;156.6254671;484.8652904;445.9246112
05/01/2017;147.3;198;498.7415005;156.699362;476.9852883;437.7850891
09/01/2017;147.3;156;495.2137103;154.707113;472.1882731;433.8242539
10/01/2017;147.3;156;480.8079603;151.0930255;458.4741258;420.915039
11/01/2017;147.3;180;487.4212404;153.7275064;472.3160398;434.8988432
12/01/2017;138.3;183;491.0963707;154.3122015;461.9956748;425.7239286
13/01/2017;138.3;186;491.0201207;153.3908639;458.5955377;422.9834803
16/01/2017;138.3;291;497.9767389;153.9078724;462.0535537;426.5685668
17/01/2017;138.3;285;495.8361828;153.8187945;457.2235913;422.6973829
18/01/2017;147.3;228;489.5579251;152.5037509;454.7421811;421.2066708
19/01/2017;147.3;216;478.599021;149.9156355;451.2431171;416.9367749
20/01/2017;150.3;195;485.4985754;154.4018059;462.7672148;428.3903641
23/01/2017;153.3;180;482.6816339;153.5417639;452.798145;418.5130853
24/01/2017;153.3;174;482.2160997;153.6564942;453.4472153;419.1932819
25/01/2017;153.3;168;477.5641282;153.1974309;452.7350489;418.0672678
26/01/2017;153.3;174;481.1929669;156.7009346;461.8813705;428.2033365
27/01/2017;153.3;168;484.4237075;154.1709578;454.7218248;421.4009038
30/01/2017;153.3;174;482.1302681;154.8259643;460.2541639;426.7816197
31/01/2017;129.3;174;477.1353238;155.5090656;457.024751;424.9156166
01/02/2017;111.3;192;485.1690688;155.1714551;458.6030407;426.672828
02/02/2017;87.3;249;491.7932721;155.9400444;459.0374658;426.9649617
03/02/2017;78.3;558;489.8327772;156.8848338;460.9419372;429.7078521
06/02/2017;78.3;579;496.9259665;154.424944;462.0661361;430.5125547
07/02/2017;75.3;552;489.1829924;151.8969555;456.3899086;426.0430321
08/02/2017;75.3;570;494.1897045;153.02391;461.3707695;430.7986766
09/02/2017;75.3;552;501.0097747;152.4971942;459.2784509;429.063046
10/02/2017;75.3;513;516.131272;157.0138301;471.4820336;441.2455602
13/02/2017;75.3;420;511.464105;153.6268699;460.9971102;430.1812282
14/02/2017;81.3;393;511.9234277;156.0293702;467.8048013;437.0918724
15/02/2017;81.3;360;517.858739;155.442918;471.9217239;440.7222909
16/02/2017;81.3;351;505.9483488;153.069846;460.1622872;429.6475152
17/02/2017;81.3;348;497.2880306;153.3802817;458.223672;428.2659966
20/02/2017;75.3;372;506.7480147;155.8214017;468.1085038;437.2248256
21/02/2017;70.8;396;513.7860565;160.3207744;478.2095587;447.6333432
22/02/2017;60.3;375;510.5806553;157.1197565;470.7300805;439.2744113
23/02/2017;55.8;432;509.2111288;159.2357893;474.559468;444.3666029
24/02/2017;53.55;510;502.2840832;156.3483834;466.3618728;436.2471405
27/02/2017;50.55;531;507.3107981;156.6449419;470.685706;440.7386355
28/02/2017;49.05;486;496.7040077;153.7793715;464.5539857;433.228457
01/03/2017;47.55;483;499.1524246;157.4195386;477.7037541;445.4946671
02/03/2017;47.55;528;485.5346806;154.2514742;467.7304358;435.1200854
03/03/2017;43.8;639;482.023206;153.5636536;463.5317063;431.3773008
06/03/2017;43.8;735;477.394831;154.6450151;464.3464467;432.077721
07/03/2017;42.3;714;487.1737648;155.6732224;466.1905254;434.5036059
08/03/2017;42.3;684;486.1209472;152.8988253;463.2009341;431.4401217
09/03/2017;42.3;777;469.1409528;144.3559852;444.3102419;411.8623507
10/03/2017;42.3;846;457.1047195;143.3528192;437.6268935;405.3793268
13/03/2017;42.3;1134;439.7106866;141.1235112;428.9613165;397.3190083
14/03/2017;39.3;996;439.5494149;138.8674631;425.8591459;394.1844355
15/03/2017;39.3;879;443.6534857;142.5437771;432.7625251;402.164789
16/03/2017;37.8;810;439.5086228;141.2176021;424.6580801;394.4037656
17/03/2017;37.8;747;438.0396789;141.715563;425.2648209;395.5477664
20/03/2017;37.8;723;425.425619;141.9363839;425.3770011;395.309898
21/03/2017;37.8;753;430.921076;139.3908535;418.0956468;387.5879171
22/03/2017;37.8;792;419.6202104;137.6885352;412.6452779;381.8779265
23/03/2017;37.8;765;430.5665339;138.8744669;417.4204906;385.9450801
24/03/2017;37.8;735;449.108107;138.7135585;414.2442585;383.9465379
27/03/2017;37.8;642;441.9227362;137.8914501;409.981174;380.5758441
28/03/2017;39.3;618;455.2185129;140.3167879;418.857135;389.2539419
29/03/2017;42.3;597;473.3251194;143.4964645;430.6746054;401.0145334
30/03/2017;42.3;579;482.8886103;145.9625594;436.2712731;407.2580621
31/03/2017;45.3;543;487.7310388;145.6926387;439.0215697;410.5514801
03/04/2017;45.3;498;491.6897377;146.5528562;440.1120467;413.7451515
04/04/2017;48.3;483;491.9570616;149.8732513;446.7836794;420.6928856
05/04/2017;49.8;453;500.0485178;150.2528563;448.0094038;420.5414216
06/04/2017;49.8;462;499.4942601;150.8719295;450.7832755;423.4660175
07/04/2017;49.8;435;510.7784994;152.7657573;457.769783;429.8790498
10/04/2017;52.8;396;518.6923796;155.9273965;467.9318612;439.7015306
11/04/2017;55.8;384;516.0652102;154.4932178;462.7400336;434.3410495
12/04/2017;55.8;363;519.4606428;155.1626591;467.3822224;439.2437627
13/04/2017;57.3;345;512.6728302;155.0517404;465.8836035;437.8438701
18/04/2017;57.3;342;502.6060496;150.2808463;454.5789904;427.0185097
19/04/2017;57.3;396;495.4304287;148;448.0453153;420.7758054
20/04/2017;57.3;411;481.8398832;143.5086087;437.9626792;409.8998723
21/04/2017;57.3;414;486.1189098;141.5030847;433.741572;405.208676
24/04/2017;57.3;357;468.2120337;138.7168142;421.0908282;392.8055061
25/04/2017;57.3;360;459.6315785;138.8853182;416.6518336;388.2344934
26/04/2017;52.8;345;460.2199991;140.484715;419.5456271;390.8309204
27/04/2017;;363;448.181119;136.4488558;409.120132;377.9683363
28/04/2017;49.8;429;443.9617702;138.3348582;407.6781474;376.6796775
02/05/2017;46.8;618;442.2828064;136.6010078;404.2565182;373.7286981
03/05/2017;44.55;666;443.4267684;134.2705376;398.0992299;367.3739675
04/05/2017;44.55;762;433.9779974;130.3559989;386.7109657;355.5296362
05/05/2017;44.55;768;426.6596113;130.6632607;390.6807298;359.9861203
08/05/2017;44.55;639;433.9554145;129.100384;388.7657286;358.3672342
09/05/2017;44.55;699;439.901635;130.6300514;395.5826073;365.4621013
10/05/2017;44.55;855;442.5015817;134.534093;403.7543682;375.1543559
11/05/2017;45.3;870;457.4655241;137.4033149;409.9171553;380.915316
12/05/2017;45.3;804;458.543306;136.4840015;409.4178102;379.5840395
15/05/2017;45.3;690;460.0331321;140.5395552;409.7427596;380.6544189
16/05/2017;45.3;690;453.403765;138.8371462;402.7224075;374.2800138
17/05/2017;46.05;672;447.6092342;139.2192138;403.0127751;375.2396406
18/05/2017;46.8;645;439.5559501;139.7160571;402.1921579;375.0364106
19/05/2017;46.8;615;448.0063016;141.6942481;405.9399253;378.8908095
22/05/2017;48.3;684;446.7726962;142.4619763;405.4132035;378.7427827
23/05/2017;49.8;651;447.4454743;142.9246545;406.6882411;380.2387931
24/05/2017;49.8;621;452.3111234;143.4735996;409.675442;382.9322785
26/05/2017;49.8;555;434.6118442;137.2454448;394.7714893;366.5723774
30/05/2017;51.3;489;440.0356234;135.9169426;393.3267618;364.8789284
31/05/2017;51.3;510;435.2113423;131.7262276;381.2731095;352.6304776
01/06/2017;48.3;522;440.6510055;133.8889384;384.1890992;356.3314469
02/06/2017;48.3;519;432.0254676;130.6766515;375.371623;347.3185644
06/06/2017;48.3;762;423.6584867;128.5485877;364.8528863;337.2978947
07/06/2017;48.3;765;426.2225284;126.290452;363.0207984;335.1981797
08/06/2017;48.3;720;420.1179446;124.4723484;361.6080591;334.085595
09/06/2017;48.3;687;419.8801985;126.1363636;369.3506558;341.4650424
12/06/2017;51.3;600;421.5206362;126.80688;367.2347594;339.7245198
13/06/2017;51.3;558;417.179837;125.167157;366.0293693;338.5759918
14/06/2017;52.8;507;414.7529307;122.1904847;361.2479806;332.8494063
16/06/2017;52.8;474;408.9341772;123.6321304;366.8570004;338.0061067
19/06/2017;58.8;492;405.8643954;123.6271096;366.0181579;336.8745668
20/06/2017;61.8;480;404.7019469;119.1018286;360.0829367;331.0397954
21/06/2017;61.8;477;402.5333018;120.0592088;361.1128039;331.7757672
22/06/2017;64.8;459;399.8693469;119.9570239;359.2703734;329.4680003
23/06/2017;67.8;459;403.3652207;119.4039202;358.1226435;328.2308253
26/06/2017;67.8;420;401.9318362;119.6835613;357.2153265;326.0114752
27/06/2017;67.8;405;398.1324041;122.8409292;362.5145099;332.5647288
28/06/2017;67.8;414;392.6464293;122.5582418;359.2668627;330.0084531
29/06/2017;63.3;432;398.2094883;123.7536143;362.7116534;333.9562859
30/06/2017;63.3;540;396.7587903;124.6056782;363.368095;334.7826659
03/07/2017;63.3;528;402.0362933;129.1934207;375.5734231;346.9907634
04/07/2017;63.3;513;404.9294938;130.2475117;378.1664563;350.4910121
05/07/2017;66.3;483;405.2465681;126.127637;372.3166361;343.4070188
06/07/2017;69.3;477;398.6585981;128.0895916;371.7341702;343.3159187
07/07/2017;72.3;468;392.3939208;122.318612;356.5060962;327.4880894
10/07/2017;72.3;402;390.8011549;123.2721525;361.9532528;332.59098
11/07/2017;72.3;423;390.9545348;122.393687;361.1562455;331.9263781
12/07/2017;73.8;474;397.0073375;123.1810638;361.6243057;332.6223125
13/07/2017;73.8;525;392.6744495;125.8649382;369.2511102;338.9007704
14/07/2017;75.3;525;397.612772;126.2549277;371.4581272;341.3218769
17/07/2017;78.3;408;400.5367481;125.6586983;369.2220989;339.2895968
18/07/2017;78.3;405;393.9823414;124.1021203;362.4183725;333.1010925
19/07/2017;78.3;378;397.5887229;126.445851;369.9247757;340.5756687
20/07/2017;78.3;369;407.6860769;127.1832825;378.306004;349.1142978
21/07/2017;78.3;381;391.7099799;123.4839375;359.9565837;331.830256
24/07/2017;72.3;429;386.153427;123.5491071;357.8745948;330.7514354
25/07/2017;66.3;438;384.2318108;126.6290405;362.5050593;336.0155196
26/07/2017;60.3;444;394.7912;129.0793542;371.7214109;345.7298575
27/07/2017;;573;396.9586631;130.1949718;373.1278125;346.9844702
28/07/2017;57.3;771;398.380786;132.2619149;377.1967456;351.2771416
31/07/2017;57.3;678;411.3380006;132.4891277;381.2048172;355.0327379
01/08/2017;57.3;621;402.3123108;129.326109;371.502568;343.6700886
02/08/2017;57.3;624;400.9049383;132.3357849;374.8382108;346.9709943
03/08/2017;57.3;594;399.4608599;133.836425;374.3861747;346.9368603
04/08/2017;57.3;585;398.9428872;132.6339737;370.9432641;343.4518838
07/08/2017;57.3;507;404.2562289;130.8637789;368.5019208;339.8740306
08/08/2017;57.3;462;405.7669219;132.4276282;370.739831;342.1207716
09/08/2017;;447;404.5302812;132.929844;375.6013932;346.6157632
10/08/2017;;438;409.6074939;133.9669281;379.7475326;349.6444459
11/08/2017;48.3;483;400.2287584;131.2962176;375.1292131;344.0734211
14/08/2017;45.3;720;400.4815018;130.2025939;373.3580755;343.2871419
16/08/2017;43.8;639;401.3828012;128.941076;368.6755481;338.3796138
17/08/2017;43.8;612;397.2739032;128.5970762;365.7229913;335.1122936
18/08/2017;43.8;591;406.8691593;130.1192504;367.8680214;337.3779998
21/08/2017;43.8;558;407.2274183;131.6469688;365.9814599;335.451301
22/08/2017;46.8;525;404.0612699;132.2742333;367.9947404;337.2271954
23/08/2017;46.8;489;399.7808527;132.4180015;370.3165777;339.5792425
24/08/2017;46.8;465;406.1407933;131.9329155;371.9487809;340.9703126
25/08/2017;46.8;450;409.920681;132.3170732;370.5638342;339.5996972
29/08/2017;46.8;408;394.6049388;128.8844622;358.8964922;328.9602766
30/08/2017;46.8;390;420.1756333;130.5891239;374.7390904;344.2118213
31/08/2017;46.8;384;439.5871673;133.8012685;387.6006816;356.3239455
01/09/2017;43.8;375;448.5939196;133.4395973;387.8000908;355.2415995
04/09/2017;42.3;612;426.891223;132.7257455;383.1956763;351.021959
05/09/2017;42.3;744;432.593246;135.8452481;392.5797232;361.1037821
06/09/2017;42.3;711;441.5405465;137.5408599;392.9102754;361.9631083
07/09/2017;42.3;648;438.8486518;135.2518587;392.3945102;362.339469
08/09/2017;42.3;606;424.8810731;135.4228856;386.9503884;358.0425677
11/09/2017;42.3;516;419.9514955;134.9837459;386.1466389;355.5597021
12/09/2017;42.3;516;417.0749411;138.3725802;387.0402472;361.4906545
13/09/2017;42.3;498;416.8064261;139.9198598;389.7922144;363.5978679
14/09/2017;42.3;516;420.6026184;143.2225494;399.2326254;372.3808784
15/09/2017;42.3;654;413.9854092;141.9376411;397.3822498;370.5104587
18/09/2017;42.3;630;417.2098538;139.0274523;391.1134413;364.7865782
19/09/2017;42.3;579;413.0527663;140.5278984;391.8227866;366.1162715
20/09/2017;40.05;570;410.1432595;142.5168652;395.6159293;369.7074377
21/09/2017;40.05;561;416.6020464;144.2419152;405.0530266;378.3628653
22/09/2017;40.05;528;412.2104025;144.6450966;400.617634;374.1292775
25/09/2017;40.05;486;416.7853301;149.860959;412.9976775;386.6482059
26/09/2017;40.05;462;425.4699325;150.6235683;415.6154364;387.4159274
27/09/2017;42.3;453;420.6451774;150.2171876;421.8049239;393.721976
28/09/2017;42.3;450;409.6976496;148.828324;419.7697218;391.9730155
29/09/2017;42.3;432;407.71507;145.2990005;415.1857265;387.0667726
02/10/2017;42.3;444;400.3526813;142.5919619;407.8872976;378.6573259
04/10/2017;42.3;486;395.1230242;142.9880377;402.4222362;373.20048
05/10/2017;40.8;558;405.5788872;146.1165049;414.9931021;382.5941382
06/10/2017;40.8;573;410.4963541;141.4282053;402.6807097;369.7451795
09/10/2017;40.8;567;397.1393555;141.4183552;398.482819;366.2067366
10/10/2017;40.8;564;399.6806316;143.6297364;405.3184863;373.4662313
11/10/2017;40.8;588;403.6869086;141.4792899;401.2543581;368.7060063
12/10/2017;40.8;573;399.8663718;140.055668;397.7644399;363.7114219
13/10/2017;40.8;549;402.8527777;143.6240474;411.6564807;374.2576685
16/10/2017;46.8;471;405.0874106;146.047615;417.1467536;380.4442769
17/10/2017;51.3;438;404.0179681;146.2879497;416.5430322;381.6695046
18/10/2017;51.3;414;406.3648258;147.3061537;413.8008245;379.6028631
19/10/2017;53.55;405;401.6910868;145.7917864;404.0876798;371.3130506
20/10/2017;53.55;378;400.4770798;146.2176341;408.7960084;376.0781396
23/10/2017;55.8;357;413.1551425;147.4190801;411.2160529;378.0084686
24/10/2017;58.8;369;408.1277584;147.4364425;408.2570181;373.5871979
25/10/2017;60.3;342;414.2909185;148.4344506;410.5853205;378.3672571
26/10/2017;60.3;363;418.5422133;150.1148643;414.3665035;382.0592947
27/10/2017;60.3;360;433.6780725;155.9844894;432.7780524;400.5909738
30/10/2017;60.3;363;437.8277994;156.0713055;430.7407618;397.5124501
31/10/2017;60.3;387;437.2424064;157.0888469;431.8593065;400.1682065
02/11/2017;60.3;423;454.4191438;155.8093602;427.6649998;398.9498254
03/11/2017;60.3;393;459.5234581;157.8107575;431.0339457;402.9123046
06/11/2017;60.3;384;473.0866137;165.8671268;446.2906436;419.6813623
07/11/2017;55.8;414;483.6865268;166.1909704;446.8345621;418.9113207
08/11/2017;54.3;435;477.8704229;165.7894737;444.9706547;417.0758017
09/11/2017;54.3;468;472.9287905;166.3026655;446.7995821;419.2022736
10/11/2017;54.3;474;475.2719724;165.3166295;445.586015;417.109313
13/11/2017;54.3;552;471.7817247;162.2769389;442.3592431;414.9420778
14/11/2017;49.8;951;459.1744942;155.7854406;425.3301109;398.1658635
15/11/2017;49.8;1158;439.9617695;155.2449324;422.8140214;395.5470462
16/11/2017;49.8;1095;438.0993813;155.8236344;427.7968397;400.7392193
17/11/2017;49.8;891;425.4646055;157.4904621;430.5825758;404.3213143
20/11/2017;49.8;660;428.063139;156.302521;426.0258068;400.419445
21/11/2017;48.3;633;436.769302;158.8581669;432.5502891;407.1034854
22/11/2017;48.3;615;443.6605866;159.8178568;433.0887153;407.4935315
23/11/2017;46.8;648;430.7235698;159.3433491;426.7618524;402.4930233
24/11/2017;46.8;642;438.1099667;160.2424855;424.5907384;399.9982164
27/11/2017;46.8;837;429.6718711;158.6596386;417.7477189;394.8189008
28/11/2017;45.3;921;431.6636294;160.6746299;423.1671993;399.9659111
29/11/2017;45.3;951;433.8717391;160.4887123;424.686432;400.7065332
30/11/2017;45.3;933;434.4725509;160.089459;419.6131428;395.4805853
01/12/2017;45.3;921;426.1305292;162.8607488;424.6598251;400.875803
04/12/2017;45.3;738;425.0031297;160.3539823;417.0304852;392.8164317
05/12/2017;45.3;669;419.0007361;160.4203596;418.4691152;394.7235043
06/12/2017;45.3;636;420.5015109;157.7303884;412.8933606;389.7480641
07/12/2017;45.3;618;421.9105673;159.2652299;417.6113161;394.3206424
08/12/2017;45.3;615;432.5144083;163.4133878;429.9346441;408.3421798
11/12/2017;45.3;660;431.7583981;165.7426246;431.6691809;410.3614734
12/12/2017;43.8;828;441.1824803;164.9668536;433.6279603;412.2761693
13/12/2017;43.8;1095;435.5356928;161.7586912;429.2789804;407.4892465
14/12/2017;43.8;1182;424.7722729;161.2072604;419.2743698;398.242317
